ParticipantNumber,Condition,Age,Gender,FIRSTOBJECTIVE/10,FIRSTSUBJECTIVE/5,RTsubj/5,RTObjectiveScore,ColoursRecalled,NumColoursRecalled,HandLoweringObjectiveRating,HandsTogetherObjectiveRating,MosquitoObjectiveRating,ArmRigidityObjectiveRating,ArmImmobilisationObjectiveRating,MusicObjectiveRating,TasteObjectiveRating,AmnesiaObjectiveRating,VisualHallucinationObjectiveRating,PostHypnoticObjectiveRating,TotalObjectiveScoreWithoutPostSessionExp,HandLoweringSubjectiveRating,HandsTogetherSubjectiveRating,MosquitoSubjectiveRating,TasteSubjectiveRating,ArmRigiditySubjectiveRating,ArmImmobilisationSubjectiveRating,MusicSubjectiveRating,VisualHallucinationSubjectiveRating,AmnesiaSubjectiveRating,PostHypnoticSubjectiveRating,TotalSubjectiveScore,SweetObjRating,SweetObjYN,SourObjRating,SourObjYN,PreSuggestionRecall,PostSuggestionRecall,SweetSubRating,SourSubRating,PostHypnoticSub1,PostHypnoticSub2,ExperimentDuration,MASscore,MCSDScore,PSWQscore,RETEST,ParticipantNumber_48,Condition_49,Age_50,Gender_51,ColoursRecalled_52,NumColoursRecalled_53,VisualHallucinationObjectiveRating_54,PostHypnoticObjectiveRating_55,HandLoweringObjectiveRating_56,HandsTogetherObjectiveRating_57,MosquitoObjectiveRating_58,ArmRigidityObjectiveRating_59,ArmImmobilisationObjectiveRating_60,MusicObjectiveRating_61,TasteObjectiveRating_62,AmnesiaObjectiveRating_63,TotalObjectiveScoreWithoutPostSessionExp_64,HandLoweringSubjectiveRating_65,HandsTogetherSubjectiveRating_66,MosquitoSubjectiveRating_67,TasteSubjectiveRating_68,ArmRigiditySubjectiveRating_69,ArmImmobilisationSubjectiveRating_70,MusicSubjectiveRating_71,VisualHallucinationSubjectiveRating_72,AmnesiaSubjectiveRating_73,PostHypnoticSubjectiveRating_74,TotalSubjectiveScore_75,SweetObjRating_76,SweetObjYN_77,SourObjRating_78,SourObjYN_79,PreSuggestionRecall_80,PostSuggestionRecall_81,SweetSubRating_82,SourSubRating_83,PostHypnoticSub1_84,PostHypnoticSub2_85
277,1,19,1,6,2.15,2.02,5,BLUE GREEN ORANGE,3,1,1,1,1,1,0,1,0,0,0,6,5,3,2,1.5,3,4,1,0,2,0,21.5,1,1,3,1,"RECALLED THE COLOUR OF THREE BALLS ON SCREEN, IMAGINED CARRYING A WEIGHT IN MY RIGHT HAND AND FELT IT FALL, IMAGINED BOTH HANDS ",I BEGAN RELAXING AT THE BEGINNING FROM MY RIGHT LEG AND MOVED UPWARDS THROUGH MY BODY,1,2,2,0,66.3702,11,11,40,1,277,0,19,1,BLUE GREEN ORANGE,3,0,0,1,1,1,1,0,0,1,0,5,4,3,2,2.5,3,2,1,0,1,1.73205,20.2321,2,0,3,1,"COLOUR OF THREE BALLS, HEAVY RIGHT ARM, BOTH ARMS BEING PULLED TOGETHER, BUZZING MOSQUITO, HAPPY BIRTHDAY, HIT SPACE BAR 6 TIMES",,2,3,3,1
290,1,18,0,6,2.45,2.85,3,"GREEN, BLUE, ORANGE",3,1,1,0,1,1,0,1,1,0,0,6,3,3,2,2.5,3,4,2,0,4,1,24.5,3,1,2,0,"I FEEL HEAVY AS FIRST, MY BODY WAS HEAVY AND TIRED FATIGUED. BUT MY MIND FELT RELAXED AND ASLEEP, AFTER WAKING UP, I FEEL BETTER","TOLD ME TO PRESS SPACE 6 TIME, AT FIRST IS RELAX EACH PART OF THE BODY STARTING FROM THE RIGHT LEG, THINK ABOUT SOMETHING SWEET ",3,2,1,1,65.5681,41,13,67,1,290,0,18,0,GREEN,1,0,0,1,0,0,0,1,0,1,0,3,3,2,2,3.5,3,4,0,5,4,2,28.5,4,1,3,1,"FIRST, ABOUT RIGHT HAND FEELING NUMB, MOSQUITOES, FEEL SWEET AND THEN SOUR, HAPPY BIRTHDAY SONG, 6 TIMES PRESSING BAR SPACE, LEF","STIFF HAND. TAKE 20 STEPS DOWN THE STAIRS, HAND PALM FACE EACH OTHER BECAUSE OF FORCES, STRAIGHTEN THE RIGHT HAND AND FEEL HOLDI",4,3,1,4
291,0,20,0,3,2.4,1.85,4,ORANGE BLUE GREEN,3,0,1,0,0,1,0,1,0,0,0,3,2,4,2,3,3,5,0,0,5,0,24,2,1,3,1,"HELD OUT HAND IN FRONT OF ME, CONCENTRATED ON LEFT HAND BEING HEAVY, THOUGHT ABOUT WALKING DOWN STEPS, LOOKED AT 3 BALLS THEN NA",,3,3,0,5,56.0208,18,10,33,1,291,1,20,0,GREEN ORANGE BLUE,3,0,0,1,1,0,0,1,0,1,0,4,5,4,1,0.5,2,4,0,0,2,0,18.5,1,0,1,1,HELD HAND OUT FELT IT GOT HEAVIER THEN HELD BOTHS HANDS OUT THEN NAMED COLOUR OF THE BALLS AND TRIED TO LISTEN TO HAPPY BIRTHDAY,"FELT MOSQUITO ON HAND, COUNTED DOWN FROM 20, PRESS SPACE BAR 6 TIMES",0,1,0,5
306,1,18,0,5,2.45,2.55,4,RED BLUE GREEN,3,1,1,1,1,0,0,0,1,0,0,5,4,4,3,0,4,3,0,0,2,4.47214,24.4721,1,0,1,0,HEAVEY HANDS RELAXED,"HEAVY HANDS RELAXED , MOSQUITO , SOUR AND SWEET  , COLOURED BALLS , SPLINT",0,0,5,4,67.8917,31,10,59,1,306,0,18,0,"ORANGE , GREEN , BLUE",3,0,0,1,0,0,1,1,0,0,1,4,4,3,1,1.5,4,4,1,0,3,4,25.5,2,0,2,0,"HAPPY BIRTHDAY , MOSQUITO ,SOUR TASTE , CLOSED EYES ","ARMS HEAVY - BOWLING BALL , ARMS CLOSE TOGTHER , GOING DOWN THE STEPS ,  LEFT HAND HEAVY , RIGHT HAND IN SPLINT ,  TOLD TO PRESS",1,2,4,4
307,0,19,0,4,1.7,1.42,4,RED BLUE GREEN,3,1,1,0,0,1,1,0,0,0,0,4,5,4,0,0,3,2,0,0,3,0,17,1,0,1,0,"I HAD TO HOLD MY HAND OUT IN FRONT OF ME AND IT GOT VERY HEAVY, I HAD TO HOLD MY TWO HANDS OUT AND THEY GOT CLOSER TOGETHER I HA",I HAD TO LISTEN TO HAPPY BIRTHDAY PLAYNG IN MY HEADPHONES EVEN THOUGH IT WASN'T ACTUALLY PLAYING.,0,0,0,1,57.8575,18,9,52,1,307,1,19,0,RED BLUE GREEN,3,0,1,1,1,0,0,1,0,0,0,4,5,4,1,0,1,1,0,0,0,2.23607,14.2361,1,0,1,0,"LIFTED ARM TIL IT WA HEAVY, HAD HANDS FEEL LIKE THEY WERE COMING TOGETHER, TASTED SOMETHING SWEET THEN SALTY, LOOKED AT THREE CO",,0,0,5,1
310,0,19,1,4,2.54,1.7,5,BLUE GREEN RED,3,1,1,0,1,1,0,0,0,0,0,4,4,5,1,0.5,4,4,0,0,3,3.87298,25.373,2,0,1,0,"LIFT RIGHT HAND AND IMAGINE IT HEAVY, LIFT BOTH HANDS AND IMAGINE ATTRACTION, LIFE RIGHT HAND AN IMAGINE STIFF, IMAGINE MOSQUITO",PRESS SPACEBAR SIX TIMES WHEN PLEASE WAIT SIGN APPEARED,1,0,5,3,59.0369,39,8,65,1,310,1,19,1,BLUE GREEN RED,3,0,1,1,1,0,1,1,0,0,0,5,4,3,0,0,3,3,0,0,0,4,17,1,0,1,0,"HOLD OUT RIGHT HAND AND IMAGINE A HEAVY OBJECT, HOLD OUT BOTH HANDS AND IMAGINE THEY ARE ATTRACTED, IMAGINE A MOSQUITO, IMAGINE ",,0,0,4,4
312,1,19,0,2,1.05,1.6,3,GREEN RED BLUE,3,0,1,0,0,1,0,0,0,0,0,2,1,1,0,0,2,2,0,0,1,3.4641,10.4641,1,0,2,0,COUNTED TO 20. FEEL THAT YOUR HAND HAS A HEAVY BALL IN IT. FEEL THAT YOUR TWO HANDS ARE MAGNETIC AND PULLING EACH OTHER TOWARDS ,PUT YOU R HAND UP WHEN HAPPY BIRTDAY PLAYS. TASTE SOMETHING SWEET AND THEN LET IT TURN SOUR,0,0,4,3,62.495,21,12,52,1,312,0,19,0,BLUE GREEN RED,3,0,0,0,0,1,1,1,0,0,0,3,3,2,3,0,5,3,0,0,0,0,16,1,0,1,0,FEEL THAT YOUR ARM IS HEAVY. TYPE THE COLOUR OF THE BALLS. FEEL A MOSQUITO ON YOUR HAND. LISTEN TO HAPPY BIRTHDAY. FEEL YOUR HAN,,0,0,5,0
313,1,20,0,6,2.52,1.4,5,BLUE ORANGE GREEN,3,1,1,1,1,0,0,1,0,0,1,6,5,3,1,1,4,4,0,0,4,3.16228,25.1623,2,1,2,1,"I WAS ASKED TO HOLD MY HAND OUT AND IMAGINE SOMETHING HEAVY IN IT, I WAS ASKED TO HOLD MY TWO HANDS OUT PALMS FACING AND FELT TH","I WAS TOLD TO LISTEN TO THE SONG HAPPY BIRTHDAY AND PUT MY HAND UP WHEN IT WAS AT A SUFFICIENT VOLUME,",1,1,5,2,71.1097,24,13,71,1,313,0,20,0,GREEN BLUE ORANGE,3,0,1,1,1,1,0,0,0,1,0,5,4,4,0,0,3,2,0,0,1,0,14,1,1,1,1,"I WAS ASKED TO PUT OUT MY RIGHT HAND AND IMAGINE SOMETHING HEAVY IN IT, I WAS ASKED TO HOLD BOTH HANDS OUT AND FEEL A FORCE BETW","I WAS ASKED TO TRY AND FEEL IF THERE WAS A MOSQUITO ON MY RIGHT HAND AND TO SWAT IT AWAY, I WAS ASKED TO NAME THE COLOUR OF THE ",0,0,5,0
315,0,21,0,6,2.1,3.75,10,BLUE GREEN RED,3,0,1,1,1,1,0,1,0,0,1,6,2,3,2,2,5,3,0,0,1,3,21,2,1,2,1,"HELD ARMS OUT, MAINLY RIGHT ARM, FIRST TO HOLD SOMETHING HEAVY, THEN HANDS MOVED TOGETHER, THEN ARM WENT STIFF, HAD TO NAME COLO","MOSQUITO LANDED ON HAND AND GOT BRUSHED OFF, ARM WAS IN A SPLINT, HELD HEAVY BALL, COULDNT LIFT LEFT HAND",2,2,3,3,61.7799,48,24,76,1,315,1,21,0,RED GREEN,2,1,1,1,1,1,1,1,1,1,1,10,5,4,3,2,5,4,3,4,4,3.4641,37.4641,2,0,2,1,"MOVED ARMS, FELT TIRED, COLOURED BALLS","ARM WAS HOLDING SOMETHING HEAVY, HANDS MOVED TOGETHER, MOSQUITO, HAPPY BIRTHDAY, BALLS, SPLINT, HAND HEAVY",2,2,4,3
320,1,21,0,1,0.4,0.7,2,GREEN RED BLUE,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,0,0,0,0,4,1,1,1,0,I WAS ASKED TO HOLD MY HAND OUT AND FEEL IT GET HEAVIER. THEN BOTH HANDS OUT AND FEEL THEM DRAWN TOGETHER. THEN FEEL HAND GET HE,SAME AS BEFORE,0,0,0,0,61.0906,37,12,77,1,320,0,21,0,BLUE GREEN RED,3,0,0,1,0,0,0,0,0,1,0,2,3,1,0,0,2,1,0,0,0,0,7,1,1,1,1,"HAND HEAVY, HANDS PULLED TOGETHER, MOSQUITO, HAND HEAVY IN LAP, HAPPY BIRTHDAY, 3 BALLS, CLICK SPACE 6 TIMES, FORGET EVERYTHING,",,0,0,1,0
322,1,19,0,3,1.2,2,5,BLUE GREEN ORANGE,3,1,1,1,0,0,0,0,0,0,0,3,4,3,3,0,1,1,0,0,0,0,12,1,0,1,0,LIFTED MY ARM AND HELD SOMETHING HEAVY. MY ARM WAS VERY RIGID. HAD TO LOOK AT BALLS AND IDENTIFY THEIR COLOUR. MY LEFT ARM WAS M,I HAD TO HAVE MY PALMS FACING EACH OTHER AND MOVE THEM TOWARDS EACH OTHER.,0,0,0,2,64.9386,26,16,66,1,322,0,19,0,"RED,GREEN,BLUE",3,0,0,1,1,1,0,1,0,1,0,5,4,4,3,2,3,4,0,0,0,0,20,1,0,3,1,I LIFTED MY RIGHT ARM AND HAD TO HOLD SOMETHING HEAVY. I HAD TO LIFT RIGHT AND LEFT ARM ADN MOVE THEM TOWRDS EACH OTHER. I HAD T,MY LEFT ARM WAS ON MY LAP AND THEN IT BECAME HEAVY AND I COULD NOT LIFT IT. I HAD TO MAKE MY RIGHT ARM STIFF AND TRY TO BEND IT.,1,3,0,0
329,1,19,0,1,0.8,1.15,2,BLUE RED GREEN,3,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,2,2,0,0,0,0,8,2,0,2,0,LIFT HANDS REMEMBER COLOUR OF BALLS PUSH HANDS TOGETHER RELAX TASTE S,"TASTE SOMETHING SWEET IN MOUTH, HELD A HEAVY OBJECT IN HAND, LEFT HAND GOT HEAVY, SAID LISTENED TO HAPPY BIRTHDAY",2,0,0,5,66.9937,31,13,56,1,329,0,20,0,RED BLUE  GREEN,3,0,0,0,0,0,1,1,0,0,0,2,3,1,0,1.5,3,2,0,0,1,0,11.5,2,0,2,0,"SAID HAPPY BIRTHDAY WAS PLAYING, SAID THERE WAS A MOSQUITO, LIFTED RIGHT HAND UP, PUSHED BOTH HANDS TOGETHER, PRETENDED TO HOLD ","LIFTED BOTH HANDS UP IN FRONT OF ME, ",2,1,0,5
333,1,20,1,3,1.25,0.55,0,"BLUE, RED AND GREEN",3,1,1,0,0,0,0,1,0,0,0,3,4,3,0,0.5,2,2,0,0,1,0,12.5,1,1,1,0,"      REACHING ARMS OUT WITH PALMS FACING UPWARDS, IMAGINING A HEAVY BOWLING BALL BEING PLACED UPON IT, PUTTING BOTH HANDS OUT I","A STIFF FEELING IN MY RIGHT ARM, A HEAVY LEFT HAND,TASTING SOMETHING SWEET AND SOUR",1,0,3,0,67.9069,13,11,63,1,333,0,21,1,"BLUE, RED AND GREEN",3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.5,0,1,0,0,0,0,5.5,1,0,1,0,"ASKED TO RAISE OUT RIGHT ARM AND TOLD TO IMAGINE HOLDING A BOWLING BALL, THEN RETURN TO LAP, MOSQUITO BUZZING AROUND THE HADN AN","FEELING THE BREEZE AND THE WEIGHT OF RIGHT ARM AND HAND INITIALLY, RIGHT AT THE BEGINNING TOLD TO IMAGINE WALKING DOWN 20 STEPS ",1,0,1,0
334,0,20,0,4,1.95,1,1,BLUE GREEN RED,3,0,0,1,1,0,0,1,0,0,1,4,3,2,3,1.5,4,2,0,0,4,0,19.5,2,1,2,0,LIFT RIGHT ARM UP. PUT BOTH ARMS UP AND THEY WILL PULL TOGETHER. IMAGINE A MOSQUITO ON YOUR RIGHT HAND. TASTE SOMETHIGN SWEET IN,FILL YOUR ARM GO STIFF LIKE A SPLINT. ARM NUMB,2,1,5,0,61.3679,29,16,71,1,334,1,20,0,RED GREEN BLUE,3,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,0,0,5,10,1,0,1,0,"HOLD RIGHT ARM OUT STRAIGHT, HOLDING A BOWLING BALL IMAGINE IT GETTING HEAVIER. 2 HANDS OUT PULLING TOWARDS EACH OTHER. SOUND OF",ARM GETTING STIFF,0,0,5,5
336,0,18,0,2,1.37,1.3,3,GREEN BLUE ORANGE,3,1,1,0,0,0,0,0,0,0,0,2,5,4,0,0,3,0,0,0,0,1.73205,13.7321,1,0,1,0,"IMAGINE A WEIGHT IN MY RIGHT HAND AND FEEL ARM MOVING DOWN, IMAGINE HANDS DRAWING TOGETHER, LISTEN FOR A MOSQUITO, PUT RIGHT HAN","PICTURING TWO BALLS AND THEN WRITING THE COLOURS OF THE THREE BALLS THAT APPEARED ON THE SCREEN, IMAGINING WALKING DOWN THE STAI",0,0,3,1,59.7916,24,24,77,1,336,1,18,0,RED GREEN BLUE,3,0,1,1,1,0,0,0,0,0,0,3,5,4,0,0,3,0,0,0,1,0,13,1,0,1,0,"ARM FELT HEAVY, FORCE PULLING HANDS TOGETHER, TOLD TO HEAR A MOSQUITO, TOLD TO LISTEN TO HAPPY BIRTHDAY, ARM WENT STIFF AND HARD","TOLD LEFT HAND WOULD FEEL HEAVY, TOLD TO RELAX EACH PART OF THE BODY",0,0,1,0
340,1,19,0,3,1.2,1.95,3,GREEN ORANGE BLUE,3,0,0,0,1,1,0,1,0,0,0,3,2,0,0,1,4,4,0,0,1,0,12,2,1,1,0,"REACHING OUT THE RIGHT HAND AND HOLDING A HEAVY OBJECT, REMEMBERING THE THREE BALLS- GREEN, ORANGE AND BLUE, COUNTING DOWN FROM ",MOSQUITO,2,0,3,0,59.4241,36,16,78,1,340,0,19,0,GREEN RED BLUE,3,0,1,0,0,1,0,0,0,1,0,3,3,2,1,2.5,4,4,0,0,1,2,19.5,2,1,2,0,"MOSQUITO, 20 STAIRS, PRESSURE IN BETWEEN HANDS, HOLDING A HEAVY OBJECT, 3 BALLS INSTEAD OF 2, LEFT HAND IS NUMB, HAPPY BIRTHDAY","RIGHT ARM BEING WEIGHTED DOWN, HANDS IN THE LAP",4,1,4,1
343,1,25,0,0,0.55,0.7,0,BLUE GREEN RED,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,1,0,0,0,2,0,5.5,1,0,1,0,"ASKED TO HOLD RIGHT HAND OUT AND IMAGINE HEAVY OBJECT, HOLD BOTH HANDS OUT AND IMAGINE THEY'RE BEING PULLED TOGETHER, ASKED TO I",CAN'T REMEMBER ANYTHING ELSE,1,0,5,0,60.3521,9,15,39,1,343,0,25,0,GREEN RED BLUE,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,1,0,7,1,0,1,0,"HEAVY RIGHT ARM, ARMS BEING PUSHED TOGETHER, MOSQUITO, STIFF RIGHT ARM, HEAVY LEFT ARM, CAN YOU HEAR HAPPY BIRTHDAY, TOLD TO REM",,0,0,0,0
347,0,21,0,4,2.6,2.4,6,BLUE ORANGE GREEN,3,0,0,1,1,1,1,0,0,0,0,4,5,3,3,4,3,4,4,0,0,0,26,3,0,3,0,EYES CLOSED MY ARM IS TIGHT MY HAND IS GETTING HEAVIER SINCE I AM HOLDING A BOWLING BALL MY TWO HANDS ARE GETTING CLOSER,THE VOICE SAID THERE WAS GONNA BE 2 BALLS BUT I SAW 3 BALLS ON THE SCREEN AND THEIR COLOURS WERE BLUE GREEN AND ORANGE,4,4,0,5,57.3158,27,10,65,1,347,1,21,0,RED GREEN BLUE,3,0,0,1,1,1,1,1,0,1,0,6,4,2,3,4,4,4,3,0,0,0,24,3,1,3,1,MY RIGHT HAND WAS STIFF IFOUND IT DIFFICULT TO BEND IT. THEN MY LETF ARM WAS TOO HEAVY THAT I COULNT MOVE IT. THERE WAS A MOSQUT,FIRST IN MOUTH THERE WAS A SWEET WHICH GRADUALLY BECAME MORE INTENSE. THEN THERE WAS A SALAD AND LEMON IN MY MOUTH I KIND OF TAS,4,4,0,5
364,0,19,0,4,1.95,1.35,1,GREEN BLUE ORANGE,3,0,0,1,0,1,0,1,0,0,1,4,3,3,4,1.5,3,2,0,0,3,0,19.5,1,0,3,1,"HELD RIGHT ARM OUT UNTIL IT BECAME STIFF, LEFT HAND FELT HEAVIER ON LAP, 3 BALLS, HELD ARMS OUT IN FRONT WITH PALMS FACING EACH ","WALKING DOWN STAIRS,",0,3,5,0,62.42,40,9,70,1,364,1,19,0,"RED, BLUE, GREEN",3,0,1,0,0,0,0,0,0,0,0,1,5,3,0,0.5,3,1,0,0,1,0,13.5,1,0,2,0,"HELD OUT RIGHT HAND WITH HEAVY OBJECT IN IT,HELD OUT ARMS TOGETHER TO FEEL FORCE BETWEEN, MOSQUITO, HAPPY BIRTHDAY, LEFT HAND HE",IMAGINE BODY FEELING HEAVY AS MORE RELAXED,0,1,5,0
369,0,18,0,5,1.85,1.8,3,BLUE ORANGE GREEN,3,1,1,0,1,1,0,1,0,0,0,5,4,3,0,0.5,3,4,0,0,1,3,18.5,1,1,1,1,"HEAVY ARM, ARMS MOVING CLOSER, HEAR A MOSQUITO, FEEL IT ON RIGHT HAND AND THEN BRUSH IT AWAY, LEFT HAND HEAVY ON LEG, SWEET TAST",TOLD TO PRESS SPACE BAR 6 TIMES,1,0,3,3,59.2682,23,4,43,1,369,1,18,0,BLUE ORANGE GREEN,3,0,0,1,1,0,1,0,0,0,0,3,5,3,0,0,4,2,0,0,2,2,18,1,0,1,0,"RIGHT ARM OUT - HEAVY LEFT AREM HEAVY ON LAP RIGHT HAND STIFF SOUR TASTE IN MOUTH SWEET TASTE IN MOUTH, LOOK AT BALLS ON SCREEN,",ASKED TO PRESS SPACE BAR 6 TIMES WHEN PLEASE WAIT SCREEN APPEARED,0,0,2,2
376,1,18,1,3,2.4,1.75,3,BLUE RED GREEN,3,1,1,0,0,1,0,0,0,0,0,3,5,3,1,2,3,5,1,0,4,0,24,3,0,2,0,"THREE COLOURED BALLS, COUNT UP TO 20 AND GO DEEPER, COUNT BACK FROM 20 AND FEEL SELF BECOME MORE AWAKE, WEIGHT ON STRETCHED HAND","REMEMBER VERY LITTLE MORE THAN I DID, TOLD TO FEEL HEAVY AND WEIGHT IN FEET AND LEFT HAND, HOLD HEAVY WEIGHT IN RIGHT HAND WHEN ",2,2,0,0,65.4515,16,11,42,1,376,0,18,1,BLUE GREEN RED,3,0,0,1,1,0,0,0,0,1,0,3,5,3,1,0.5,4,4,0,0,0,0,17.5,2,1,1,1,"TOLD TO TYPE 6 SPACES BUT NOT TO REMEMBER BEING TOLD TO DO SO, TOLD THIS WOULD BE HARD TO REMEMBER, ONLY SEE 2 BALLS, HEAR MOSQU",NO ADDITIONAL DETAIL RECALLED,1,0,0,0
379,0,19,0,4,1.69,1.84,4,GREEN BLUE ORANGE,3,1,1,0,1,0,0,1,0,0,0,4,3,4,1,1.5,4,1,0,0,0,2.44949,16.9495,2,1,1,0,"THERE WAS A FLY ON MY HAND THAT I HAD TO BRUSH OFF,THERE WERE ALSO 3 COLOURED BALLS ON THE SCREEN, MY RIGHT ARM WAS IN A SPLINT,",,2,1,2,3,58.9383,35,3,73,1,379,1,19,0,ORANGE GREEN BLUE,3,0,0,1,1,0,1,0,0,1,0,4,4,3,1,2,3,2,0,0,2,1.41421,18.4142,1,1,1,1,"HEAVY BALLIN HAND, HAND IN A SPLINT, 3 COLOURED BALL, HAPPY BITHDAY BEIN PLAYED, FORCE PULLING HANDS TOGETHER, FLY IN THE ROOM A",,3,1,2,1
383,0,18,0,3,2.3,1.9,1,GREEN ORANGE BLUE,3,1,1,1,0,0,0,0,0,0,0,3,5,3,5,1,4,3,0,0,2,0,23,1,0,2,0,"SOMETHING HEAVY IN HAND. THREE BALLS, HAPPY BIRTHDAY, STIFF ARM, WEIGHING DOWN ARM, SPACE BAR SIX TIMES, MOSQUITO ON HAND AND AR",WALKING DOWN STEPS WHILE COUNTING TO 20,0,2,0,1,57.721,43,12,72,1,383,1,18,0,BLUE GREEN ORANGE,3,0,1,0,0,0,0,0,0,0,0,1,5,3,4,1,3,3,0,0,0,0,19,1,0,1,0,"COUNTING DOWN FROM 20, HEAVY OBJECT IN HAND WEIGHING DOWN ARM, HANDS BEING PULLED TOWARDS EACHOTHER, RIGHT ARM FEELING STIFF, LE",,1,1,2,0
389,0,19,0,6,2.1,1.93,5,GREEN BLUE RED,3,1,1,1,1,1,0,1,0,0,0,6,4,2,4,4,3,4,0,0,0,0,21,4,0,4,0,"PUT ARM OUT, IMAGINE HEAVY WEIGHT IN IT. PUT BOTH HARMS OUT A FOOT APART. IMAGINED MOSQUITO BUZZING ROUND HAND, BRUSHED IT AWAY.","RAISED RIGHT HAND, IMAGINED WEIGHT. RAISE BOTH HANDS, CLOSED SPACE BETWEEN THEM. IMAGINED HEAVINESS IN HANDS RESTING ON LAP. IMA",4,4,0,0,56.534,24,13,76,1,389,1,18,0,BLUE GREEN RED,3,0,1,0,1,0,1,0,0,1,1,5,3,4,0,0.5,4,2,0,0,3,2.82843,19.3284,1,1,2,1,"LIFT RIGHT ARM, FEEL LEFT ARM HEAVY, PRESS SPACE BAR 6X, COLOUR OF BALLS, HOLD HANDS FOOT APART, HOLD BOWLING BALL","MOSQUITO ON HAND, SWEET TASTE IN MOUTH, SOUR TASTE IN MOUTH, HAPPY BIRTHDAY PLAYING, STIFF RIGHT ARM",0,1,4,2
397,0,18,0,2,1.75,0,1,GREEN BLUE ORANGE,3,0,0,0,1,0,0,0,0,0,1,2,3,3,0,1.5,4,3,0,0,1,2,17.5,2,0,1,0,FEELING OF HEAVINESS IN THE RIGHT ARM AND FEELING AS IF I AM HOLDING SOMETHING HEAVY IN MY RIGHT HAND SUCH AS A BOWLING BALL. FE,"A FORCE BETWEEN TWO HAND PALMS PULLING HANDS TOGETHER, IMAGINING WALKING DOWN THE STAIRS",2,1,4,1,62.2572,14,25,39,1,397,1,19,0,"BLUE, GREEN, ORANGE",3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"COUNT TO 10, MOSQUITO, HAPPY BIRTHDAY, HAVINESS OF ARMS, FORCE BETWEEN HANDS, COLOURED BALLS, COUNT FROM 20 TO 0, RELAX MUSCLES",PRESS SPACEBAR 6 TIMES,0,0,0,1
398,1,18,0,1,0,0,1,ORANGE BLUE GREEN,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"RAISING MY RIGHT ARM, EXPECTING IT TO FEEL HEAVY AS IF I AM HOLDING SOMETHING, EXPECTING TO TASTE A SWEET AND THEN SOUR FLAVOUR,",NOTHING NEW TO RECALL,0,0,5,0,63.8838,46,20,80,1,398,1,18,0,RED GREEN BLUE,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"RIGHT ARM HEAVY WITH AN OBJECT, HANDS FELT LIKE PULLING TOGETHER, HEARING AND FEELING MOSQUITO, RIGHT ARM STIFF IN SPLINT, LEFT ",NOTHING ELSE TO RECALL,0,0,5,0
399,0,19,0,5,2.64,2.75,7,RED BLUE GREEN,3,1,1,1,1,0,0,1,0,0,0,5,3,3,3,4,5,2,1,0,3,2.44949,26.4495,4,1,4,1,"I HAD TO IMAGINE WALKING DOWN THE STAIRS, DIFFERENT KINND OF FEELINGS IN MY ARMS AND HANDS , REMEMBER THE COLOUROUR OF BALLS, TA","HEARING THE SOUND OF A MOSQUITO, LISTENING TO A RECORDING OF HAPPY BIRTHDAY TO YOU ON DIFFERENT LEVELS OF VOLUME.",4,4,2,3,65.114,32,12,34,1,399,1,19,0,RED BLUE GREEN,3,0,1,1,1,1,1,1,0,1,0,7,5,3,2,4,3,2,1,1,2,4.47214,27.4721,4,1,4,1,"RIGHT ARM FELT HEAVY AS IF I WAS HOLDING SOMETHING,MY ARMS WERE PULLED TOWARDS EACH OTHER,MOSCHITO,HEARING HAPPY BIRTHDAY TO YOU","TASTE OF SOMETHING SOUR AND SWEET,ARM FEELING STIFF,LEFT ARM FEELING HEAVY,PRESSING SPACE 6 TIMES",4,4,5,4
400,1,18,1,3,2.14,1.45,2,RED GREEN BLUE,3,1,1,1,0,0,0,0,0,0,0,3,4,3,3,0,3,3,0,0,4,1.41421,21.4142,1,0,1,0,I REMEMBER THE COLOURED BALLS ON THE SCREEN AS WELL AS THE WEIGHT ON MY LIMBS.,I REMEMBER MY ARM BEING STIFF AND TRYING TO BEND IT.,0,0,2,1,64.2558,28,13,62,1,400,0,18,1,RED BLUE AND GREEN,3,0,0,1,1,0,0,0,0,0,0,2,3,4,2,0.5,2,2,0,0,1,0,14.5,1,0,1,0,"STIFF ARM, HANDS MOVING TOGETHER, THREE COLOURED BALLS, MOSQUITO BUZZING AROUND, HAPPY BIRTHDAY SONGHEAVY HAND IN LAP",HOLDING MY ARM OUT AND FEELING A WEIGHT,1,0,0,5
